"","data.pct_covid","data.covid_se","data.pct_covid_unw","data.covid_se_unw","data.sample_size","data.country","data.iso_code","data.gid_0","data.survey_date","status"
"368",0.020673,0.001568,0.018427,0.001157,13513,"Brazil","BRA","BRA","20210425","success"
"369",0.017699,0.001576,0.015142,0.00106,13274,"Brazil","BRA","BRA","20210426","success"
"370",0.017932,0.001479,0.016407,0.0011,13348,"Brazil","BRA","BRA","20210427","success"
"371",0.022973,0.001847,0.019819,0.001241,12614,"Brazil","BRA","BRA","20210428","success"
"372",0.023252,0.002023,0.019097,0.001236,12253,"Brazil","BRA","BRA","20210429","success"
"373",0.02027,0.001731,0.017344,0.001231,11243,"Brazil","BRA","BRA","20210430","success"
"374",0.021649,0.001773,0.018816,0.001265,11533,"Brazil","BRA","BRA","20210501","success"
"375",0.019901,0.001612,0.017632,0.001186,12307,"Brazil","BRA","BRA","20210502","success"
"376",0.020971,0.001721,0.019551,0.001274,11815,"Brazil","BRA","BRA","20210503","success"
"377",0.021152,0.001601,0.019929,0.001255,12394,"Brazil","BRA","BRA","20210504","success"
"378",0.023746,0.001871,0.020359,0.001267,12427,"Brazil","BRA","BRA","20210505","success"
"379",0.025429,0.002109,0.020299,0.001289,11971,"Brazil","BRA","BRA","20210506","success"
"380",0.023306,0.001983,0.019205,0.001306,11039,"Brazil","BRA","BRA","20210507","success"
"381",0.017582,0.001605,0.016268,0.001216,10819,"Brazil","BRA","BRA","20210508","success"
"382",0.023958,0.002023,0.019499,0.001339,10667,"Brazil","BRA","BRA","20210509","success"
"383",0.020774,0.001754,0.017342,0.001181,12225,"Brazil","BRA","BRA","20210510","success"
"384",0.024534,0.001827,0.020483,0.001262,12596,"Brazil","BRA","BRA","20210511","success"
"385",0.024781,0.001893,0.021505,0.001319,12090,"Brazil","BRA","BRA","20210512","success"
"386",0.02739,0.002185,0.021891,0.00135,11740,"Brazil","BRA","BRA","20210513","success"
"387",0.025575,0.001946,0.022831,0.001411,11213,"Brazil","BRA","BRA","20210514","success"
"388",0.020718,0.001626,0.018856,0.001274,11402,"Brazil","BRA","BRA","20210515","success"
"389",0.025642,0.002075,0.020571,0.001293,12056,"Brazil","BRA","BRA","20210516","success"
"390",0.024467,0.002019,0.019947,0.001269,12132,"Brazil","BRA","BRA","20210517","success"
"391",0.024484,0.001877,0.020922,0.00132,11758,"Brazil","BRA","BRA","20210518","success"
"392",0.023804,0.001881,0.020835,0.001396,10463,"Brazil","BRA","BRA","20210519","success"
"393",0.0211,0.00569,0.021687,0.005056,830,"Brazil","BRA","BRA","20210520","success"
"394",0.029659,0.00752,0.022346,0.004941,895,"Brazil","BRA","BRA","20210521","success"
"395",0.042167,0.008403,0.036757,0.006187,925,"Brazil","BRA","BRA","20210522","success"
"396",0.031894,0.007604,0.027689,0.005355,939,"Brazil","BRA","BRA","20210523","success"
"397",0.034711,0.006937,0.032839,0.0058,944,"Brazil","BRA","BRA","20210524","success"
"398",0.019652,0.005993,0.013641,0.003757,953,"Brazil","BRA","BRA","20210525","success"
"399",0.029679,0.006968,0.024652,0.005076,933,"Brazil","BRA","BRA","20210526","success"
"400",0.030721,0.008161,0.028136,0.005662,853,"Brazil","BRA","BRA","20210527","success"
"401",0.03268,0.007237,0.031915,0.006043,846,"Brazil","BRA","BRA","20210528","success"
"402",0.027114,0.006124,0.028478,0.005505,913,"Brazil","BRA","BRA","20210529","success"
"403",0.030184,0.008636,0.022573,0.00499,886,"Brazil","BRA","BRA","20210530","success"
"404",0.031784,0.007476,0.026406,0.005433,871,"Brazil","BRA","BRA","20210531","success"
"405",0.02979,0.008635,0.021784,0.004702,964,"Brazil","BRA","BRA","20210601","success"
"406",0.018004,0.004717,0.021135,0.004797,899,"Brazil","BRA","BRA","20210602","success"
"407",0.034994,0.007431,0.030205,0.005621,927,"Brazil","BRA","BRA","20210603","success"
"408",0.027729,0.007681,0.025301,0.005451,830,"Brazil","BRA","BRA","20210604","success"
"409",0.011281,0.003626,0.01459,0.004017,891,"Brazil","BRA","BRA","20210605","success"
"410",0.031655,0.010883,0.014689,0.004044,885,"Brazil","BRA","BRA","20210606","success"
"411",0.042081,0.009947,0.031008,0.005768,903,"Brazil","BRA","BRA","20210607","success"
"412",0.029345,0.002795,0.02332,0.001429,11149,"Brazil","BRA","BRA","20210608","success"
"413",0.029031,0.002244,0.02572,0.001554,10381,"Brazil","BRA","BRA","20210609","success"
"414",0.025273,0.002047,0.023051,0.001477,10325,"Brazil","BRA","BRA","20210610","success"
"415",0.027223,0.002196,0.023989,0.001576,9421,"Brazil","BRA","BRA","20210611","success"
"416",0.030004,0.002926,0.023388,0.001626,8637,"Brazil","BRA","BRA","20210612","success"
"417",0.026,0.002099,0.022296,0.00146,10226,"Brazil","BRA","BRA","20210613","success"
"418",0.020949,0.001933,0.019114,0.001322,10725,"Brazil","BRA","BRA","20210614","success"
"419",0.027724,0.002143,0.02477,0.00152,10456,"Brazil","BRA","BRA","20210615","success"
"420",0.025311,0.002373,0.019576,0.001395,9859,"Brazil","BRA","BRA","20210616","success"
"421",0.027156,0.002484,0.02349,0.001688,8046,"Brazil","BRA","BRA","20210617","success"
"422",0.024049,0.002758,0.022012,0.002104,4861,"Brazil","BRA","BRA","20210618","success"
"423",0.024056,0.00319,0.020472,0.002112,4494,"Brazil","BRA","BRA","20210619","success"
"424",0.02957,0.003822,0.021744,0.002172,4507,"Brazil","BRA","BRA","20210620","success"
"425",0.024305,0.003479,0.018494,0.001999,4542,"Brazil","BRA","BRA","20210621","success"
"426",0.024527,0.003162,0.02069,0.00209,4640,"Brazil","BRA","BRA","20210622","success"
"427",0.026889,0.003581,0.020478,0.002211,4102,"Brazil","BRA","BRA","20210623","success"
"428",0.030836,0.00437,0.022697,0.00242,3789,"Brazil","BRA","BRA","20210624","success"
"429",0.028135,0.002988,0.02298,0.002091,5135,"Brazil","BRA","BRA","20210625","success"
"430",0.025806,0.00298,0.018266,0.001478,8212,"Brazil","BRA","BRA","20210626","success"
"431",0.024665,0.002273,0.021021,0.001486,9324,"Brazil","BRA","BRA","20210627","success"
"432",0.022699,0.002203,0.018162,0.001388,9250,"Brazil","BRA","BRA","20210628","success"
"433",0.020764,0.00247,0.016425,0.001288,9741,"Brazil","BRA","BRA","20210629","success"
"434",0.022813,0.001969,0.019656,0.001439,9310,"Brazil","BRA","BRA","20210630","success"
"435",0.023271,0.002127,0.02034,0.001484,9046,"Brazil","BRA","BRA","20210701","success"
"436",0.018928,0.002054,0.016407,0.00138,8472,"Brazil","BRA","BRA","20210702","success"
"437",0.020091,0.001974,0.01813,0.001448,8494,"Brazil","BRA","BRA","20210703","success"
"438",0.021017,0.002082,0.017282,0.00135,9316,"Brazil","BRA","BRA","20210704","success"
"439",0.018674,0.001867,0.017495,0.001326,9774,"Brazil","BRA","BRA","20210705","success"
"440",0.021331,0.002178,0.017204,0.001316,9765,"Brazil","BRA","BRA","20210706","success"
"441",0.023319,0.002145,0.020004,0.00146,9198,"Brazil","BRA","BRA","20210707","success"
"442",0.021189,0.00196,0.018878,0.001409,9323,"Brazil","BRA","BRA","20210708","success"
"443",0.021428,0.002182,0.018749,0.001437,8907,"Brazil","BRA","BRA","20210709","success"
"444",0.022333,0.001961,0.020733,0.001547,8489,"Brazil","BRA","BRA","20210710","success"
"445",0.021344,0.002045,0.017905,0.001373,9327,"Brazil","BRA","BRA","20210711","success"
"446",0.021092,0.001956,0.017551,0.0013,10199,"Brazil","BRA","BRA","20210712","success"
"447",0.023223,0.00218,0.019094,0.001334,10527,"Brazil","BRA","BRA","20210713","success"
"448",0.023958,0.002149,0.019791,0.001396,9954,"Brazil","BRA","BRA","20210714","success"
"449",0.023725,0.002179,0.019795,0.001418,9649,"Brazil","BRA","BRA","20210715","success"
"450",0.024115,0.00237,0.019246,0.001449,8989,"Brazil","BRA","BRA","20210716","success"
"451",0.01931,0.00201,0.01668,0.001374,8693,"Brazil","BRA","BRA","20210717","success"
"452",0.018686,0.001705,0.017676,0.001368,9278,"Brazil","BRA","BRA","20210718","success"
"453",0.02075,0.001913,0.017454,0.001315,9912,"Brazil","BRA","BRA","20210719","success"
"454",0.020974,0.002083,0.016481,0.001265,10133,"Brazil","BRA","BRA","20210720","success"
"455",0.021443,0.002137,0.017694,0.001337,9721,"Brazil","BRA","BRA","20210721","success"
"456",0.020047,0.002177,0.015895,0.001347,8619,"Brazil","BRA","BRA","20210722","success"
"457",0.017833,0.001773,0.016789,0.001397,8458,"Brazil","BRA","BRA","20210723","success"
"458",0.018065,0.001873,0.015884,0.001361,8436,"Brazil","BRA","BRA","20210724","success"
"459",0.019916,0.002705,0.016366,0.001339,8982,"Brazil","BRA","BRA","20210725","success"
"460",0.024858,0.002837,0.018687,0.001368,9793,"Brazil","BRA","BRA","20210726","success"
"461",0.019615,0.001841,0.017984,0.001371,9397,"Brazil","BRA","BRA","20210727","success"
"462",0.01805,0.001725,0.018219,0.00138,9386,"Brazil","BRA","BRA","20210728","success"
"463",0.01921,0.002945,0.015821,0.001322,8912,"Brazil","BRA","BRA","20210729","success"
"464",0.021951,0.002829,0.016074,0.001388,8212,"Brazil","BRA","BRA","20210730","success"
"465",0.022076,0.002274,0.017219,0.001408,8537,"Brazil","BRA","BRA","20210731","success"
"466",0.020328,0.002429,0.015209,0.001314,8679,"Brazil","BRA","BRA","20210801","success"
"467",0.016703,0.001597,0.016601,0.001318,9397,"Brazil","BRA","BRA","20210802","success"
"468",0.015924,0.00156,0.015329,0.001272,9329,"Brazil","BRA","BRA","20210803","success"
"469",0.017208,0.002032,0.014805,0.001269,9051,"Brazil","BRA","BRA","20210804","success"
"470",0.020651,0.001898,0.019715,0.001484,8775,"Brazil","BRA","BRA","20210805","success"
"471",0.018209,0.001881,0.016288,0.001396,8227,"Brazil","BRA","BRA","20210806","success"
"472",0.014944,0.001858,0.013265,0.001311,7614,"Brazil","BRA","BRA","20210807","success"
"473",0.015777,0.002073,0.013316,0.001303,7735,"Brazil","BRA","BRA","20210808","success"
"474",0.018307,0.001823,0.016287,0.001337,8964,"Brazil","BRA","BRA","20210809","success"
"475",0.017248,0.001744,0.015184,0.001274,9220,"Brazil","BRA","BRA","20210810","success"
"476",0.017525,0.001853,0.014992,0.001281,9005,"Brazil","BRA","BRA","20210811","success"
"477",0.017455,0.001946,0.015471,0.001312,8855,"Brazil","BRA","BRA","20210812","success"
"478",0.017253,0.001612,0.01827,0.001473,8265,"Brazil","BRA","BRA","20210813","success"
"479",0.020315,0.001968,0.018959,0.001513,8123,"Brazil","BRA","BRA","20210814","success"
"480",0.024738,0.003005,0.016267,0.001359,8668,"Brazil","BRA","BRA","20210815","success"
"481",0.018277,0.001647,0.01735,0.001339,9510,"Brazil","BRA","BRA","20210816","success"
"482",0.017818,0.001761,0.016288,0.00131,9332,"Brazil","BRA","BRA","20210817","success"
"483",0.016693,0.001628,0.016419,0.001339,9014,"Brazil","BRA","BRA","20210818","success"
"484",0.01535,0.001557,0.015222,0.001325,8540,"Brazil","BRA","BRA","20210819","success"
"485",0.017064,0.001777,0.015688,0.001376,8159,"Brazil","BRA","BRA","20210820","success"
"486",0.022433,0.002336,0.018416,0.001495,8091,"Brazil","BRA","BRA","20210821","success"
"487",0.017053,0.001901,0.014593,0.001296,8566,"Brazil","BRA","BRA","20210822","success"
"488",0.015896,0.001646,0.013837,0.001191,9612,"Brazil","BRA","BRA","20210823","success"
"489",0.016111,0.001922,0.014256,0.001241,9119,"Brazil","BRA","BRA","20210824","success"
"490",0.018465,0.001761,0.017361,0.001369,9101,"Brazil","BRA","BRA","20210825","success"
"491",0.016129,0.001692,0.014847,0.001292,8756,"Brazil","BRA","BRA","20210826","success"
"492",0.015893,0.00167,0.014833,0.001344,8090,"Brazil","BRA","BRA","20210827","success"
"493",0.019102,0.002547,0.015891,0.001421,7740,"Brazil","BRA","BRA","20210828","success"
"494",0.015572,0.001752,0.013559,0.001267,8334,"Brazil","BRA","BRA","20210829","success"
"495",0.016724,0.001892,0.014133,0.00125,8915,"Brazil","BRA","BRA","20210830","success"
"496",0.015626,0.001956,0.013171,0.00122,8731,"Brazil","BRA","BRA","20210831","success"
"497",0.014768,0.001922,0.012532,0.001227,8219,"Brazil","BRA","BRA","20210901","success"
"498",0.02015,0.002392,0.01378,0.001299,8055,"Brazil","BRA","BRA","20210902","success"
"499",0.014322,0.001968,0.012933,0.001354,6959,"Brazil","BRA","BRA","20210903","success"
"500",0.015145,0.001872,0.013261,0.001366,7013,"Brazil","BRA","BRA","20210904","success"
"501",0.017058,0.00198,0.014883,0.001377,7727,"Brazil","BRA","BRA","20210905","success"
"502",0.014103,0.001738,0.012598,0.001246,8017,"Brazil","BRA","BRA","20210906","success"
"503",0.018213,0.003362,0.013483,0.001289,8010,"Brazil","BRA","BRA","20210907","success"
"504",0.016797,0.001884,0.014146,0.001304,8200,"Brazil","BRA","BRA","20210908","success"
"505",0.016837,0.002298,0.012673,0.001266,7812,"Brazil","BRA","BRA","20210909","success"
"506",0.0135,0.00165,0.012567,0.001302,7321,"Brazil","BRA","BRA","20210910","success"
"507",0.014817,0.001963,0.013171,0.001349,7137,"Brazil","BRA","BRA","20210911","success"
"508",0.014826,0.001782,0.013711,0.001329,7658,"Brazil","BRA","BRA","20210912","success"
"509",0.015225,0.001804,0.013639,0.001292,8065,"Brazil","BRA","BRA","20210913","success"
"510",0.014842,0.001752,0.0141,0.001317,8014,"Brazil","BRA","BRA","20210914","success"
"511",0.014593,0.001752,0.012603,0.001265,7776,"Brazil","BRA","BRA","20210915","success"
"512",0.013377,0.001548,0.013256,0.001358,7091,"Brazil","BRA","BRA","20210916","success"
"513",0.015816,0.001957,0.014409,0.001431,6940,"Brazil","BRA","BRA","20210917","success"
"514",0.020429,0.002396,0.017356,0.001591,6741,"Brazil","BRA","BRA","20210918","success"
"515",0.011111,0.001561,0.00958,0.001156,7098,"Brazil","BRA","BRA","20210919","success"
"516",0.014794,0.001746,0.013016,0.001293,7683,"Brazil","BRA","BRA","20210920","success"
"517",0.016219,0.002192,0.013279,0.001258,8284,"Brazil","BRA","BRA","20210921","success"
"518",0.016287,0.00191,0.013804,0.001331,7679,"Brazil","BRA","BRA","20210922","success"
"519",0.020109,0.002658,0.014396,0.001401,7224,"Brazil","BRA","BRA","20210923","success"
"520",0.020008,0.003546,0.013689,0.001402,6867,"Brazil","BRA","BRA","20210924","success"
"521",0.015,0.002233,0.01249,0.001388,6405,"Brazil","BRA","BRA","20210925","success"
"522",0.013051,0.001828,0.011572,0.001286,6913,"Brazil","BRA","BRA","20210926","success"
"523",0.015086,0.001775,0.013459,0.00133,7504,"Brazil","BRA","BRA","20210927","success"
"524",0.014646,0.001726,0.012271,0.001196,8475,"Brazil","BRA","BRA","20210928","success"
"525",0.021203,0.003053,0.015734,0.001431,7563,"Brazil","BRA","BRA","20210929","success"
"526",0.014317,0.001849,0.013852,0.001411,6858,"Brazil","BRA","BRA","20210930","success"
"527",0.014708,0.001871,0.013443,0.001448,6323,"Brazil","BRA","BRA","20211001","success"
"528",0.017217,0.002204,0.015675,0.001571,6252,"Brazil","BRA","BRA","20211002","success"
"529",0.01474,0.00205,0.012782,0.001346,6963,"Brazil","BRA","BRA","20211003","success"
"530",0.014154,0.001904,0.013774,0.001635,5082,"Brazil","BRA","BRA","20211004","success"
"531",0.014544,0.001774,0.01212,0.001229,7921,"Brazil","BRA","BRA","20211005","success"
"532",0.013854,0.001719,0.012928,0.001325,7271,"Brazil","BRA","BRA","20211006","success"
"533",0.014471,0.001923,0.013762,0.001402,6903,"Brazil","BRA","BRA","20211007","success"
"534",0.018609,0.002417,0.016456,0.00164,6016,"Brazil","BRA","BRA","20211008","success"
"535",0.012797,0.00212,0.010659,0.001305,6192,"Brazil","BRA","BRA","20211009","success"
"536",0.017239,0.00235,0.013761,0.00141,6831,"Brazil","BRA","BRA","20211010","success"
"537",0.013564,0.00186,0.012191,0.001338,6726,"Brazil","BRA","BRA","20211011","success"
"538",0.017627,0.002781,0.012477,0.001369,6572,"Brazil","BRA","BRA","20211012","success"
"539",0.013743,0.001837,0.012236,0.001304,7110,"Brazil","BRA","BRA","20211013","success"
"540",0.018238,0.002489,0.013812,0.00143,6661,"Brazil","BRA","BRA","20211014","success"
"541",0.015071,0.002056,0.012815,0.001398,6477,"Brazil","BRA","BRA","20211015","success"
"542",0.01561,0.001906,0.014701,0.001489,6530,"Brazil","BRA","BRA","20211016","success"
"543",0.013251,0.001974,0.013164,0.001371,6913,"Brazil","BRA","BRA","20211017","success"
"544",0.01516,0.001882,0.012794,0.001325,7191,"Brazil","BRA","BRA","20211018","success"
"545",0.012169,0.001787,0.01096,0.001226,7208,"Brazil","BRA","BRA","20211019","success"
"546",0.013813,0.001931,0.011802,0.001304,6863,"Brazil","BRA","BRA","20211020","success"
"547",0.017956,0.001994,0.016923,0.001593,6559,"Brazil","BRA","BRA","20211021","success"
"548",0.014878,0.001972,0.013488,0.001517,5783,"Brazil","BRA","BRA","20211022","success"
"549",0.017063,0.002626,0.013162,0.001481,5926,"Brazil","BRA","BRA","20211023","success"
"550",0.012918,0.001534,0.013635,0.00142,6674,"Brazil","BRA","BRA","20211024","success"
"551",0.017501,0.002676,0.012958,0.001342,7100,"Brazil","BRA","BRA","20211025","success"
"552",0.013366,0.001674,0.01207,0.001294,7125,"Brazil","BRA","BRA","20211026","success"
"553",0.025549,0.004448,0.016766,0.00155,6859,"Brazil","BRA","BRA","20211027","success"
"554",0.016081,0.002013,0.013673,0.001448,6436,"Brazil","BRA","BRA","20211028","success"
"555",0.014063,0.002145,0.012295,0.00144,5856,"Brazil","BRA","BRA","20211029","success"
"556",0.016325,0.002481,0.013245,0.001529,5587,"Brazil","BRA","BRA","20211030","success"
"557",0.016616,0.002498,0.012522,0.0014,6309,"Brazil","BRA","BRA","20211031","success"
"558",0.019361,0.002469,0.014767,0.001496,6501,"Brazil","BRA","BRA","20211101","success"
"559",0.017395,0.002219,0.012824,0.001343,7018,"Brazil","BRA","BRA","20211102","success"
"560",0.013798,0.001825,0.011644,0.001278,7042,"Brazil","BRA","BRA","20211103","success"
"561",0.014876,0.001973,0.013699,0.001442,6497,"Brazil","BRA","BRA","20211104","success"
"562",0.020029,0.002649,0.016238,0.001661,5789,"Brazil","BRA","BRA","20211105","success"
"563",0.01939,0.002521,0.014695,0.001652,5308,"Brazil","BRA","BRA","20211106","success"
"564",0.015356,0.002093,0.012304,0.001403,6177,"Brazil","BRA","BRA","20211107","success"
"565",0.015226,0.001999,0.013735,0.001446,6480,"Brazil","BRA","BRA","20211108","success"
"566",0.018891,0.002612,0.01548,0.001521,6589,"Brazil","BRA","BRA","20211109","success"
"567",0.01706,0.002008,0.015297,0.001541,6341,"Brazil","BRA","BRA","20211110","success"
"568",0.015945,0.001919,0.015377,0.001582,6048,"Brazil","BRA","BRA","20211111","success"
"569",0.020812,0.003089,0.014547,0.001605,5568,"Brazil","BRA","BRA","20211112","success"
"570",0.017682,0.002667,0.01359,0.001649,4930,"Brazil","BRA","BRA","20211113","success"
"571",0.017279,0.002488,0.012866,0.001496,5674,"Brazil","BRA","BRA","20211114","success"
"572",0.018534,0.002573,0.01352,0.001448,6361,"Brazil","BRA","BRA","20211115","success"
"573",0.019082,0.002513,0.014965,0.001524,6348,"Brazil","BRA","BRA","20211116","success"
"574",0.016946,0.002085,0.015414,0.001561,6228,"Brazil","BRA","BRA","20211117","success"
"575",0.014401,0.001794,0.013685,0.001492,6065,"Brazil","BRA","BRA","20211118","success"
"576",0.018604,0.002209,0.016174,0.001673,5688,"Brazil","BRA","BRA","20211119","success"
"577",0.014716,0.002387,0.010723,0.0014,5409,"Brazil","BRA","BRA","20211120","success"
"578",0.019761,0.002547,0.016434,0.00169,5659,"Brazil","BRA","BRA","20211121","success"
"579",0.017821,0.002309,0.015787,0.001624,5891,"Brazil","BRA","BRA","20211122","success"
"580",0.013318,0.001745,0.012886,0.001469,5898,"Brazil","BRA","BRA","20211123","success"
"581",0.018158,0.002239,0.015309,0.001629,5683,"Brazil","BRA","BRA","20211124","success"
"582",0.017735,0.002303,0.015328,0.00167,5415,"Brazil","BRA","BRA","20211125","success"
"583",0.020749,0.002331,0.019261,0.001927,5088,"Brazil","BRA","BRA","20211126","success"
"584",0.01995,0.002412,0.016854,0.001792,5162,"Brazil","BRA","BRA","20211127","success"
"585",0.021217,0.002842,0.015993,0.001645,5815,"Brazil","BRA","BRA","20211128","success"
"586",0.015886,0.001977,0.014873,0.001531,6253,"Brazil","BRA","BRA","20211129","success"
"587",0.018009,0.002295,0.014921,0.001544,6166,"Brazil","BRA","BRA","20211130","success"
"588",0.025155,0.004735,0.018041,0.001728,5931,"Brazil","BRA","BRA","20211201","success"
"589",0.022365,0.002707,0.019131,0.001832,5593,"Brazil","BRA","BRA","20211202","success"
"590",0.019241,0.002348,0.017991,0.00189,4947,"Brazil","BRA","BRA","20211203","success"
"591",0.025708,0.006615,0.016709,0.001864,4728,"Brazil","BRA","BRA","20211204","success"
"592",0.022298,0.002452,0.01971,0.001932,5175,"Brazil","BRA","BRA","20211205","success"
"593",0.023521,0.002956,0.019583,0.001849,5617,"Brazil","BRA","BRA","20211206","success"
"594",0.022272,0.002348,0.020917,0.00193,5498,"Brazil","BRA","BRA","20211207","success"
"595",0.031527,0.003832,0.024948,0.002152,5251,"Brazil","BRA","BRA","20211208","success"
"596",0.02864,0.002637,0.028543,0.002369,4940,"Brazil","BRA","BRA","20211209","success"
"597",0.02998,0.002991,0.028023,0.002423,4639,"Brazil","BRA","BRA","20211210","success"
"598",0.030654,0.003112,0.028679,0.002479,4533,"Brazil","BRA","BRA","20211211","success"
"599",0.030616,0.005372,0.022701,0.002066,5198,"Brazil","BRA","BRA","20211212","success"
"600",0.025756,0.002614,0.023484,0.002005,5706,"Brazil","BRA","BRA","20211213","success"
"601",0.034059,0.003516,0.029677,0.002236,5762,"Brazil","BRA","BRA","20211214","success"
"602",0.038716,0.004126,0.032507,0.002403,5445,"Brazil","BRA","BRA","20211215","success"
"603",0.03606,0.003757,0.034358,0.003044,3580,"Brazil","BRA","BRA","20211216","success"
"604",0.029221,0.010701,0.035874,0.012454,223,"Brazil","BRA","BRA","20211217","success"
"605",0.03783,0.003374,0.034799,0.002646,4799,"Brazil","BRA","BRA","20211218","success"
"606",0.031765,0.0027,0.030257,0.002107,6610,"Brazil","BRA","BRA","20211219","success"
"607",0.044639,0.003651,0.037333,0.002189,7500,"Brazil","BRA","BRA","20211220","success"
"608",0.042065,0.002873,0.039351,0.002309,7090,"Brazil","BRA","BRA","20211221","success"
"609",0.044052,0.003312,0.03948,0.002482,6155,"Brazil","BRA","BRA","20211222","success"
"610",0.050113,0.004054,0.04268,0.002713,5553,"Brazil","BRA","BRA","20211223","success"
"611",0.054182,0.004268,0.047739,0.003222,4378,"Brazil","BRA","BRA","20211224","success"
"612",0.051587,0.003964,0.044713,0.003009,4719,"Brazil","BRA","BRA","20211225","success"
"613",0.057183,0.003823,0.050129,0.00277,6204,"Brazil","BRA","BRA","20211226","success"
"614",0.058883,0.003752,0.050095,0.002644,6807,"Brazil","BRA","BRA","20211227","success"
"615",0.05858,0.003476,0.05481,0.002748,6860,"Brazil","BRA","BRA","20211228","success"
"616",0.057481,0.003604,0.050543,0.002671,6727,"Brazil","BRA","BRA","20211229","success"
"617",0.05803,0.00429,0.046984,0.002666,6300,"Brazil","BRA","BRA","20211230","success"
"618",0.075558,0.005357,0.056754,0.003226,5145,"Brazil","BRA","BRA","20211231","success"
"619",0.055584,0.004231,0.046303,0.002843,5464,"Brazil","BRA","BRA","20220101","success"
"620",0.061673,0.004004,0.04995,0.002602,7007,"Brazil","BRA","BRA","20220102","success"
"621",0.069563,0.003967,0.060121,0.002669,7934,"Brazil","BRA","BRA","20220103","success"
"622",0.082419,0.004153,0.06944,0.002732,8655,"Brazil","BRA","BRA","20220104","success"
"623",0.081735,0.003805,0.076381,0.002832,8798,"Brazil","BRA","BRA","20220105","success"
"624",0.078366,0.003736,0.073624,0.002797,8720,"Brazil","BRA","BRA","20220106","success"
"625",0.077616,0.003782,0.070299,0.002788,8407,"Brazil","BRA","BRA","20220107","success"
"626",0.077352,0.003823,0.071235,0.002853,8128,"Brazil","BRA","BRA","20220108","success"
"627",0.075257,0.003732,0.067444,0.00275,8318,"Brazil","BRA","BRA","20220109","success"
"628",0.073187,0.003649,0.070055,0.002781,8422,"Brazil","BRA","BRA","20220110","success"
"629",0.07513,0.003632,0.073835,0.002785,8817,"Brazil","BRA","BRA","20220111","success"
"630",0.080411,0.004387,0.076531,0.003253,6677,"Brazil","BRA","BRA","20220112","success"
"631",0.071059,0.004622,0.071712,0.003731,4783,"Brazil","BRA","BRA","20220113","success"
"632",0.086827,0.004065,0.08652,0.003112,8160,"Brazil","BRA","BRA","20220114","success"
"633",0.080047,0.003394,0.081203,0.002708,10172,"Brazil","BRA","BRA","20220115","success"
"634",0.083892,0.003493,0.083061,0.002744,10113,"Brazil","BRA","BRA","20220116","success"
"635",0.082257,0.003563,0.078349,0.002727,9713,"Brazil","BRA","BRA","20220117","success"
"636",0.083832,0.0037,0.081264,0.002833,9303,"Brazil","BRA","BRA","20220118","success"
"637",0.087754,0.003864,0.08209,0.002876,9112,"Brazil","BRA","BRA","20220119","success"
"638",0.087909,0.003956,0.085068,0.002967,8840,"Brazil","BRA","BRA","20220120","success"
"639",0.090834,0.003972,0.085944,0.003047,8459,"Brazil","BRA","BRA","20220121","success"
"640",0.096773,0.004594,0.085938,0.003225,7552,"Brazil","BRA","BRA","20220122","success"
"641",0.081213,0.003922,0.074101,0.002887,8232,"Brazil","BRA","BRA","20220123","success"
"642",0.082792,0.003869,0.076712,0.002846,8747,"Brazil","BRA","BRA","20220124","success"
"643",0.0781,0.003717,0.07217,0.002733,8965,"Brazil","BRA","BRA","20220125","success"
"644",0.077295,0.003792,0.070692,0.002744,8728,"Brazil","BRA","BRA","20220126","success"
"645",0.069435,0.003508,0.068613,0.002771,8322,"Brazil","BRA","BRA","20220127","success"
"646",0.078483,0.004103,0.069401,0.002886,7752,"Brazil","BRA","BRA","20220128","success"
"647",0.07456,0.004301,0.066205,0.00287,7507,"Brazil","BRA","BRA","20220129","success"
"648",0.069072,0.004358,0.059805,0.002719,7608,"Brazil","BRA","BRA","20220130","success"
"649",0.061566,0.003716,0.056471,0.002639,7650,"Brazil","BRA","BRA","20220131","success"
"650",0.064074,0.003853,0.056442,0.002608,7831,"Brazil","BRA","BRA","20220201","success"
"651",0.058377,0.003663,0.055563,0.00271,7145,"Brazil","BRA","BRA","20220202","success"
"652",0.05744,0.003326,0.056529,0.002745,7076,"Brazil","BRA","BRA","20220203","success"
"653",0.052023,0.003975,0.04874,0.002637,6668,"Brazil","BRA","BRA","20220204","success"
"654",0.056584,0.004295,0.049898,0.00263,6854,"Brazil","BRA","BRA","20220205","success"
"655",0.046707,0.003321,0.042661,0.002394,7126,"Brazil","BRA","BRA","20220206","success"
"656",0.044932,0.003044,0.043638,0.002432,7058,"Brazil","BRA","BRA","20220207","success"
"657",0.043272,0.003098,0.044552,0.002494,6846,"Brazil","BRA","BRA","20220208","success"
"658",0.046957,0.003632,0.041692,0.002475,6524,"Brazil","BRA","BRA","20220209","success"
"659",0.03983,0.003366,0.035019,0.002341,6168,"Brazil","BRA","BRA","20220210","success"
"660",0.040788,0.003097,0.039374,0.002523,5943,"Brazil","BRA","BRA","20220211","success"
"661",0.036561,0.003065,0.035047,0.002453,5621,"Brazil","BRA","BRA","20220212","success"
"662",0.033689,0.002926,0.030931,0.002203,6175,"Brazil","BRA","BRA","20220213","success"
"663",0.033901,0.002824,0.03123,0.002179,6372,"Brazil","BRA","BRA","20220214","success"
