"Leto","Mesec","Dan","Datum smrti","Starostna skupina","Spol","Starostna skupina COUNT","Pristojna UE","Upravna enota"
,,,"02/06/2011","8. Več kot 71 let","M",1,14,"Jesenice"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"02/06/2011","7. Od 61-71 let","M",1,15,"Kamnik"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,17,"Koper"
,,,"02/06/2011","8. Več kot 71 let","M",1,18,"Kranj"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,20,"Laško"
,,,"02/06/2011","8. Več kot 71 let","Ž",3,24,"Ljubljana"
,,,"02/06/2011","6. Od 51-61 let","Ž",2,24,"Ljubljana"
,,,"02/06/2011","5. Od 41-51 let","Ž",1,24,"Ljubljana"
,,,"02/06/2011","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"02/06/2011","7. Od 61-71 let","Ž",2,24,"Ljubljana"
,,,"02/06/2011","8. Več kot 71 let","M",1,30,"Logatec"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,35,"Mozirje"
,,,"02/06/2011","6. Od 51-61 let","Ž",1,36,"Murska Sobota"
,,,"02/06/2011","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"02/06/2011","7. Od 61-71 let","M",1,38,"Novo mesto"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,40,"Piran"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,46,"Ribnica"
,,,"02/06/2011","8. Več kot 71 let","M",1,47,"Sevnica"
,,,"02/06/2011","8. Več kot 71 let","M",2,48,"Sežana"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,50,"Slovenska Bistrica"
,,,"02/06/2011","8. Več kot 71 let","M",2,53,"Škofja Loka"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,55,"Tolmin"
,,,"02/06/2011","8. Več kot 71 let","M",2,56,"Trbovlje"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,60,"Vrhnika"
,,,"02/06/2011","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"02/06/2011","8. Več kot 71 let","Ž",6,64,"Maribor"
,,,"02/06/2011","8. Več kot 71 let","M",1,64,"Maribor"
,,,"02/06/2011","8. Več kot 71 let","M",1,68,"Ruše"
"2011","Junij","03/06/2011","03/06/2011","8. Več kot 71 let","M",1,3,"Celje"
,,,"03/06/2011","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"03/06/2011","8. Več kot 71 let","Ž",1,4,"Cerknica"
,,,"03/06/2011","8. Več kot 71 let","M",1,6,"Domžale"
,,,"03/06/2011","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"03/06/2011","8. Več kot 71 let","M",2,14,"Jesenice"
,,,"03/06/2011","7. Od 61-71 let","Ž",1,15,"Kamnik"
,,,"03/06/2011","8. Več kot 71 let","M",1,17,"Koper"
,,,"03/06/2011","8. Več kot 71 let","Ž",3,18,"Kranj"
,,,"03/06/2011","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"03/06/2011","8. Več kot 71 let","M",9,24,"Ljubljana"
,,,"03/06/2011","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"03/06/2011","6. Od 51-61 let","M",1,24,"Ljubljana"
,,,"03/06/2011","8. Več kot 71 let","Ž",8,24,"Ljubljana"
,,,"03/06/2011","8. Več kot 71 let","Ž",1,29,"Ljutomer"
,,,"03/06/2011","7. Od 61-71 let","Ž",1,35,"Mozirje"
,,,"03/06/2011","7. Od 61-71 let","M",1,36,"Murska Sobota"
,,,"03/06/2011","8. Več kot 71 let","Ž",2,36,"Murska Sobota"
,,,"03/06/2011","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"03/06/2011","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"03/06/2011","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"03/06/2011","8. Več kot 71 let","M",1,41,"Postojna"
,,,"03/06/2011","7. Od 61-71 let","M",1,42,"Ptuj"
,,,"03/06/2011","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"03/06/2011","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"03/06/2011","7. Od 61-71 let","M",1,45,"Ravne na Koroškem"
,,,"03/06/2011","8. Več kot 71 let","M",1,56,"Trbovlje"
,,,"03/06/2011","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"03/06/2011","8. Več kot 71 let","M",1,59,"Velenje"
,,,"03/06/2011","8. Več kot 71 let","Ž",3,64,"Maribor"
,,,"03/06/2011","8. Več kot 71 let","M",1,64,"Maribor"
,,,"03/06/2011","8. Več kot 71 let","M",1,65,"Pesnica"
"2011","Junij","04/06/2011","04/06/2011","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"04/06/2011","7. Od 61-71 let","Ž",1,2,"Brežice"
,,,"04/06/2011","8. Več kot 71 let","M",1,3,"Celje"
,,,"04/06/2011","6. Od 51-61 let","M",1,3,"Celje"
,,,"04/06/2011","8. Več kot 71 let","Ž",3,3,"Celje"
,,,"04/06/2011","5. Od 41-51 let","Ž",1,8,"Gornja Radgona"
,,,"04/06/2011","8. Več kot 71 let","Ž",1,8,"Gornja Radgona"
,,,"04/06/2011","7. Od 61-71 let","M",2,8,"Gornja Radgona"
,,,"04/06/2011","8. Več kot 71 let","M",1,9,"Grosuplje"
,,,"04/06/2011","8. Več kot 71 let","M",1,13,"Izola"
,,,"04/06/2011","8. Več kot 71 let","Ž",1,16,"Kočevje"
,,,"04/06/2011","8. Več kot 71 let","M",1,16,"Kočevje"
,,,"04/06/2011","8. Več kot 71 let","Ž",1,18,"Kranj"
,,,"04/06/2011","8. Več kot 71 let","M",1,22,"Lendava"
,,,"04/06/2011","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"04/06/2011","7. Od 61-71 let","Ž",2,24,"Ljubljana"
,,,"04/06/2011","8. Več kot 71 let","Ž",5,24,"Ljubljana"
,,,"04/06/2011","8. Več kot 71 let","M",2,24,"Ljubljana"
,,,"04/06/2011","7. Od 61-71 let","M",1,30,"Logatec"
,,,"04/06/2011","8. Več kot 71 let","Ž",1,36,"Murska Sobota"
,,,"04/06/2011","6. Od 51-61 let","Ž",1,36,"Murska Sobota"
,,,"04/06/2011","8. Več kot 71 let","Ž",1,37,"Nova Gorica"
,,,"04/06/2011","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"04/06/2011","8. Več kot 71 let","Ž",1,39,"Ormož"
,,,"04/06/2011","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"04/06/2011","8. Več kot 71 let","Ž",3,42,"Ptuj"
,,,"04/06/2011","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"04/06/2011","8. Več kot 71 let","Ž",2,54,"Šmarje pri Jelšah"
,,,"04/06/2011","7. Od 61-71 let","Ž",1,58,"Tržič"
,,,"04/06/2011","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"04/06/2011","8. Več kot 71 let","Ž",4,64,"Maribor"
,,,"04/06/2011","8. Več kot 71 let","M",3,64,"Maribor"
"2011","Junij","05/06/2011","05/06/2011","8. Več kot 71 let","M",1,1,"Ajdovščina"
,,,"05/06/2011","7. Od 61-71 let","M",1,3,"Celje"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"05/06/2011","8. Več kot 71 let","M",1,4,"Cerknica"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,5,"Črnomelj"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,8,"Gornja Radgona"
,,,"05/06/2011","8. Več kot 71 let","M",2,13,"Izola"
,,,"05/06/2011","8. Več kot 71 let","Ž",2,13,"Izola"
,,,"05/06/2011","7. Od 61-71 let","M",1,13,"Izola"
,,,"05/06/2011","8. Več kot 71 let","M",1,17,"Koper"
,,,"05/06/2011","8. Več kot 71 let","M",1,18,"Kranj"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,18,"Kranj"
,,,"05/06/2011","2. Od 3-18 let","M",1,18,"Kranj"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,22,"Lendava"
,,,"05/06/2011","8. Več kot 71 let","M",1,22,"Lendava"
,,,"05/06/2011","7. Od 61-71 let","Ž",2,24,"Ljubljana"
,,,"05/06/2011","8. Več kot 71 let","M",3,24,"Ljubljana"
,,,"05/06/2011","8. Več kot 71 let","Ž",9,24,"Ljubljana"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,30,"Logatec"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,34,"Metlika"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,35,"Mozirje"
,,,"05/06/2011","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"05/06/2011","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,37,"Nova Gorica"
,,,"05/06/2011","7. Od 61-71 let","M",1,38,"Novo mesto"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"05/06/2011","6. Od 51-61 let","Ž",1,41,"Postojna"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"05/06/2011","8. Več kot 71 let","M",2,42,"Ptuj"
,,,"05/06/2011","8. Več kot 71 let","M",1,44,"Radovljica"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,51,"Slovenske Konjice"
,,,"05/06/2011","8. Več kot 71 let","M",1,53,"Škofja Loka"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,54,"Šmarje pri Jelšah"
,,,"05/06/2011","8. Več kot 71 let","M",1,56,"Trbovlje"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"05/06/2011","8. Več kot 71 let","Ž",2,57,"Trebnje"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,60,"Vrhnika"
,,,"05/06/2011","8. Več kot 71 let","M",1,61,"Zagorje ob Savi"
,,,"05/06/2011","8. Več kot 71 let","M",1,62,"Žalec"
,,,"05/06/2011","7. Od 61-71 let","M",1,64,"Maribor"
,,,"05/06/2011","8. Več kot 71 let","M",1,64,"Maribor"
,,,"05/06/2011","8. Več kot 71 let","Ž",4,64,"Maribor"
,,,"05/06/2011","8. Več kot 71 let","Ž",1,65,"Pesnica"
"2011","Junij","06/06/2011","06/06/2011","8. Več kot 71 let","M",1,1,"Ajdovščina"
,,,"06/06/2011","8. Več kot 71 let","M",1,3,"Celje"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,4,"Cerknica"
,,,"06/06/2011","2. Od 3-18 let","M",1,9,"Grosuplje"
,,,"06/06/2011","8. Več kot 71 let","M",1,12,"Ilirska Bistrica"
,,,"06/06/2011","8. Več kot 71 let","Ž",2,14,"Jesenice"
,,,"06/06/2011","6. Od 51-61 let","M",1,21,"Lenart"
,,,"06/06/2011","7. Od 61-71 let","M",2,24,"Ljubljana"
,,,"06/06/2011","8. Več kot 71 let","Ž",4,24,"Ljubljana"
,,,"06/06/2011","8. Več kot 71 let","M",2,24,"Ljubljana"
,,,"06/06/2011","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"06/06/2011","8. Več kot 71 let","M",2,36,"Murska Sobota"
,,,"06/06/2011","8. Več kot 71 let","Ž",2,36,"Murska Sobota"
,,,"06/06/2011","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,37,"Nova Gorica"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"06/06/2011","8. Več kot 71 let","M",1,38,"Novo mesto"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,39,"Ormož"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"06/06/2011","8. Več kot 71 let","Ž",2,46,"Ribnica"
,,,"06/06/2011","8. Več kot 71 let","M",1,46,"Ribnica"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,47,"Sevnica"
,,,"06/06/2011","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,50,"Slovenska Bistrica"
,,,"06/06/2011","8. Več kot 71 let","M",2,50,"Slovenska Bistrica"
,,,"06/06/2011","6. Od 51-61 let","M",2,52,"Šentjur pri Celju"
,,,"06/06/2011","8. Več kot 71 let","M",1,59,"Velenje"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,61,"Zagorje ob Savi"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"06/06/2011","8. Več kot 71 let","M",1,64,"Maribor"
,,,"06/06/2011","7. Od 61-71 let","Ž",1,64,"Maribor"
,,,"06/06/2011","6. Od 51-61 let","M",1,64,"Maribor"
,,,"06/06/2011","8. Več kot 71 let","Ž",1,64,"Maribor"
"2011","Junij","07/06/2011","07/06/2011","8. Več kot 71 let","M",1,2,"Brežice"
,,,"07/06/2011","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"07/06/2011","8. Več kot 71 let","Ž",1,4,"Cerknica"
,,,"07/06/2011","8. Več kot 71 let","M",1,6,"Domžale"
,,,"07/06/2011","8. Več kot 71 let","Ž",1,12,"Ilirska Bistrica"
,,,"07/06/2011","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"07/06/2011","8. Več kot 71 let","M",1,13,"Izola"
,,,"07/06/2011","8. Več kot 71 let","Ž",2,14,"Jesenice"
,,,"07/06/2011","8. Več kot 71 let","Ž",2,18,"Kranj"
,,,"07/06/2011","8. Več kot 71 let","M",1,21,"Lenart"
,,,"07/06/2011","8. Več kot 71 let","Ž",1,22,"Lendava"
,,,"07/06/2011","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"07/06/2011","8. Več kot 71 let","M",3,24,"Ljubljana"
,,,"07/06/2011","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"07/06/2011","8. Več kot 71 let","Ž",2,24,"Ljubljana"
,,,"07/06/2011","8. Več kot 71 let","Ž",3,36,"Murska Sobota"
,,,"07/06/2011","8. Več kot 71 let","M",3,36,"Murska Sobota"
,,,"07/06/2011","8. Več kot 71 let","Ž",1,37,"Nova Gorica"
,,,"07/06/2011","7. Od 61-71 let","Ž",1,38,"Novo mesto"
,,,"07/06/2011","6. Od 51-61 let","Ž",1,42,"Ptuj"
,,,"07/06/2011","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"07/06/2011","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"07/06/2011","8. Več kot 71 let","Ž",1,47,"Sevnica"
,,,"07/06/2011","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"07/06/2011","8. Več kot 71 let","M",1,50,"Slovenska Bistrica"
,,,"07/06/2011","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"07/06/2011","8. Več kot 71 let","M",1,58,"Tržič"
,,,"07/06/2011","8. Več kot 71 let","Ž",2,59,"Velenje"
,,,"07/06/2011","8. Več kot 71 let","M",2,59,"Velenje"
,,,"07/06/2011","7. Od 61-71 let","Ž",1,62,"Žalec"
,,,"07/06/2011","8. Več kot 71 let","M",5,64,"Maribor"
,,,"07/06/2011","8. Več kot 71 let","Ž",2,64,"Maribor"
"2011","Junij","08/06/2011","08/06/2011","4. Od 31-41 let","M",1,6,"Domžale"
,,,"08/06/2011","8. Več kot 71 let","M",1,9,"Grosuplje"
,,,"08/06/2011","8. Več kot 71 let","Ž",1,9,"Grosuplje"
,,,"08/06/2011","8. Več kot 71 let","M",1,15,"Kamnik"
,,,"08/06/2011","8. Več kot 71 let","Ž",1,15,"Kamnik"
,,,"08/06/2011","8. Več kot 71 let","M",1,21,"Lenart"
,,,"08/06/2011","8. Več kot 71 let","M",1,22,"Lendava"
,,,"08/06/2011","8. Več kot 71 let","Ž",5,24,"Ljubljana"
,,,"08/06/2011","8. Več kot 71 let","M",3,24,"Ljubljana"
,,,"08/06/2011","6. Od 51-61 let","M",1,24,"Ljubljana"
,,,"08/06/2011","8. Več kot 71 let","Ž",1,30,"Logatec"
,,,"08/06/2011","8. Več kot 71 let","Ž",2,35,"Mozirje"
,,,"08/06/2011","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"08/06/2011","7. Od 61-71 let","Ž",1,36,"Murska Sobota"
,,,"08/06/2011","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"08/06/2011","8. Več kot 71 let","M",1,38,"Novo mesto"
,,,"08/06/2011","8. Več kot 71 let","Ž",1,43,"Radlje ob Dravi"
,,,"08/06/2011","8. Več kot 71 let","Ž",2,44,"Radovljica"
,,,"08/06/2011","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"08/06/2011","8. Več kot 71 let","M",1,51,"Slovenske Konjice"
,,,"08/06/2011","8. Več kot 71 let","M",1,55,"Tolmin"
,,,"08/06/2011","7. Od 61-71 let","Ž",1,64,"Maribor"
,,,"08/06/2011","8. Več kot 71 let","M",2,64,"Maribor"
,,,"08/06/2011","8. Več kot 71 let","Ž",6,64,"Maribor"
"2011","Junij","09/06/2011","09/06/2011","8. Več kot 71 let","Ž",1,6,"Domžale"
,,,"09/06/2011","8. Več kot 71 let","Ž",1,10,"Hrastnik"
,,,"09/06/2011","8. Več kot 71 let","Ž",1,12,"Ilirska Bistrica"
,,,"09/06/2011","8. Več kot 71 let","M",2,13,"Izola"
,,,"09/06/2011","8. Več kot 71 let","M",1,16,"Kočevje"
,,,"09/06/2011","7. Od 61-71 let","M",1,18,"Kranj"
,,,"09/06/2011","7. Od 61-71 let","Ž",1,18,"Kranj"
,,,"09/06/2011","7. Od 61-71 let","M",1,23,"Litija"
,,,"09/06/2011","8. Več kot 71 let","M",5,24,"Ljubljana"
,,,"09/06/2011","8. Več kot 71 let","Ž",7,24,"Ljubljana"
,,,"09/06/2011","4. Od 31-41 let","M",1,24,"Ljubljana"
,,,"09/06/2011","8. Več kot 71 let","Ž",1,34,"Metlika"
,,,"09/06/2011","8. Več kot 71 let","M",3,36,"Murska Sobota"
,,,"09/06/2011","8. Več kot 71 let","Ž",4,36,"Murska Sobota"
,,,"09/06/2011","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"09/06/2011","8. Več kot 71 let","Ž",2,38,"Novo mesto"
,,,"09/06/2011","8. Več kot 71 let","Ž",1,41,"Postojna"
,,,"09/06/2011","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"09/06/2011","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"09/06/2011","8. Več kot 71 let","Ž",1,47,"Sevnica"
,,,"09/06/2011","8. Več kot 71 let","M",1,47,"Sevnica"
,,,"09/06/2011","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"09/06/2011","8. Več kot 71 let","M",1,57,"Trebnje"
,,,"09/06/2011","8. Več kot 71 let","M",1,62,"Žalec"
,,,"09/06/2011","8. Več kot 71 let","Ž",2,64,"Maribor"
,,,"09/06/2011","8. Več kot 71 let","M",3,64,"Maribor"
"2011","Junij","10/06/2011","10/06/2011","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"10/06/2011","8. Več kot 71 let","M",1,3,"Celje"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"10/06/2011","6. Od 51-61 let","M",1,3,"Celje"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,4,"Cerknica"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,5,"Črnomelj"
,,,"10/06/2011","8. Več kot 71 let","M",1,9,"Grosuplje"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,9,"Grosuplje"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,12,"Ilirska Bistrica"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"10/06/2011","8. Več kot 71 let","Ž",2,14,"Jesenice"
,,,"10/06/2011","8. Več kot 71 let","M",1,15,"Kamnik"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,17,"Koper"
,,,"10/06/2011","8. Več kot 71 let","Ž",2,18,"Kranj"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,22,"Lendava"
,,,"10/06/2011","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"10/06/2011","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"10/06/2011","8. Več kot 71 let","M",5,24,"Ljubljana"
,,,"10/06/2011","8. Več kot 71 let","Ž",4,24,"Ljubljana"
,,,"10/06/2011","3. Od 18-31 let","M",1,24,"Ljubljana"
,,,"10/06/2011","7. Od 61-71 let","Ž",1,36,"Murska Sobota"
,,,"10/06/2011","8. Več kot 71 let","M",2,36,"Murska Sobota"
,,,"10/06/2011","7. Od 61-71 let","M",1,37,"Nova Gorica"
,,,"10/06/2011","7. Od 61-71 let","M",2,38,"Novo mesto"
,,,"10/06/2011","7. Od 61-71 let","Ž",1,45,"Ravne na Koroškem"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"10/06/2011","7. Od 61-71 let","M",1,50,"Slovenska Bistrica"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,53,"Škofja Loka"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,55,"Tolmin"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"10/06/2011","8. Več kot 71 let","M",1,56,"Trbovlje"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,64,"Maribor"
,,,"10/06/2011","8. Več kot 71 let","M",2,64,"Maribor"
,,,"10/06/2011","8. Več kot 71 let","Ž",1,65,"Pesnica"
"2011","Junij","11/06/2011","11/06/2011","8. Več kot 71 let","M",1,2,"Brežice"
,,,"11/06/2011","6. Od 51-61 let","M",1,3,"Celje"
,,,"11/06/2011","8. Več kot 71 let","M",1,3,"Celje"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"11/06/2011","7. Od 61-71 let","M",1,3,"Celje"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,4,"Cerknica"
,,,"11/06/2011","8. Več kot 71 let","M",1,6,"Domžale"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"11/06/2011","6. Od 51-61 let","M",1,14,"Jesenice"
,,,"11/06/2011","5. Od 41-51 let","M",1,18,"Kranj"
,,,"11/06/2011","7. Od 61-71 let","M",1,19,"Krško"
,,,"11/06/2011","7. Od 61-71 let","M",1,22,"Lendava"
,,,"11/06/2011","8. Več kot 71 let","Ž",5,24,"Ljubljana"
,,,"11/06/2011","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"11/06/2011","8. Več kot 71 let","M",3,24,"Ljubljana"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,29,"Ljutomer"
,,,"11/06/2011","8. Več kot 71 let","Ž",2,30,"Logatec"
,,,"11/06/2011","8. Več kot 71 let","Ž",5,36,"Murska Sobota"
,,,"11/06/2011","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"11/06/2011","8. Več kot 71 let","Ž",5,37,"Nova Gorica"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"11/06/2011","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"11/06/2011","8. Več kot 71 let","M",1,45,"Ravne na Koroškem"
,,,"11/06/2011","6. Od 51-61 let","Ž",1,48,"Sežana"
,,,"11/06/2011","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"11/06/2011","8. Več kot 71 let","M",1,51,"Slovenske Konjice"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,52,"Šentjur pri Celju"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,53,"Škofja Loka"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"11/06/2011","8. Več kot 71 let","M",1,56,"Trbovlje"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,58,"Tržič"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"11/06/2011","8. Več kot 71 let","M",1,60,"Vrhnika"
,,,"11/06/2011","8. Več kot 71 let","Ž",1,61,"Zagorje ob Savi"
,,,"11/06/2011","8. Več kot 71 let","M",1,61,"Zagorje ob Savi"
,,,"11/06/2011","7. Od 61-71 let","M",3,64,"Maribor"
,,,"11/06/2011","8. Več kot 71 let","Ž",2,64,"Maribor"
,,,"11/06/2011","8. Več kot 71 let","M",2,64,"Maribor"
"2011","Junij","12/06/2011","12/06/2011","8. Več kot 71 let","M",3,2,"Brežice"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"12/06/2011","6. Od 51-61 let","M",1,3,"Celje"
,,,"12/06/2011","7. Od 61-71 let","M",1,4,"Cerknica"
,,,"12/06/2011","8. Več kot 71 let","M",2,6,"Domžale"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,9,"Grosuplje"
,,,"12/06/2011","8. Več kot 71 let","M",1,13,"Izola"
,,,"12/06/2011","8. Več kot 71 let","M",1,17,"Koper"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,18,"Kranj"
,,,"12/06/2011","8. Več kot 71 let","M",1,20,"Laško"
,,,"12/06/2011","8. Več kot 71 let","Ž",4,24,"Ljubljana"
,,,"12/06/2011","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"12/06/2011","8. Več kot 71 let","M",2,24,"Ljubljana"
,,,"12/06/2011","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,29,"Ljutomer"
,,,"12/06/2011","8. Več kot 71 let","M",1,30,"Logatec"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,34,"Metlika"
,,,"12/06/2011","8. Več kot 71 let","M",2,36,"Murska Sobota"
,,,"12/06/2011","5. Od 41-51 let","M",1,37,"Nova Gorica"
,,,"12/06/2011","8. Več kot 71 let","M",1,38,"Novo mesto"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"12/06/2011","8. Več kot 71 let","M",1,39,"Ormož"
,,,"12/06/2011","8. Več kot 71 let","M",1,40,"Piran"
,,,"12/06/2011","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"12/06/2011","8. Več kot 71 let","Ž",2,42,"Ptuj"
,,,"12/06/2011","8. Več kot 71 let","M",1,43,"Radlje ob Dravi"
,,,"12/06/2011","7. Od 61-71 let","M",1,44,"Radovljica"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,45,"Ravne na Koroškem"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,46,"Ribnica"
,,,"12/06/2011","7. Od 61-71 let","Ž",1,56,"Trbovlje"
,,,"12/06/2011","8. Več kot 71 let","Ž",2,57,"Trebnje"
,,,"12/06/2011","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"12/06/2011","8. Več kot 71 let","M",1,59,"Velenje"
,,,"12/06/2011","8. Več kot 71 let","M",1,64,"Maribor"
,,,"12/06/2011","8. Več kot 71 let","M",1,65,"Pesnica"
"2011","Junij","13/06/2011","13/06/2011","8. Več kot 71 let","Ž",2,2,"Brežice"
,,,"13/06/2011","8. Več kot 71 let","M",2,3,"Celje"
