"Leto","Mesec","Dan","Datum smrti","Starostna skupina","Spol","Starostna skupina COUNT","Pristojna UE","Upravna enota"
"2010","Januar","01/01/2010","01/01/2010","8. Več kot 71 let","M",1,2,"Brežice"
,,,"01/01/2010","7. Od 61-71 let","M",1,3,"Celje"
,,,"01/01/2010","8. Več kot 71 let","Ž",2,3,"Celje"
,,,"01/01/2010","8. Več kot 71 let","M",1,9,"Grosuplje"
,,,"01/01/2010","7. Od 61-71 let","M",1,11,"Idrija"
,,,"01/01/2010","8. Več kot 71 let","M",2,12,"Ilirska Bistrica"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"01/01/2010","8. Več kot 71 let","M",2,13,"Izola"
,,,"01/01/2010","7. Od 61-71 let","Ž",1,14,"Jesenice"
,,,"01/01/2010","8. Več kot 71 let","M",1,15,"Kamnik"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,20,"Laško"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,21,"Lenart"
,,,"01/01/2010","8. Več kot 71 let","M",1,22,"Lendava"
,,,"01/01/2010","8. Več kot 71 let","M",7,24,"Ljubljana"
,,,"01/01/2010","3. Od 18-31 let","M",1,24,"Ljubljana"
,,,"01/01/2010","8. Več kot 71 let","Ž",3,24,"Ljubljana"
,,,"01/01/2010","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"01/01/2010","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,29,"Ljutomer"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,34,"Metlika"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,35,"Mozirje"
,,,"01/01/2010","6. Od 51-61 let","M",1,36,"Murska Sobota"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,37,"Nova Gorica"
,,,"01/01/2010","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"01/01/2010","8. Več kot 71 let","M",3,38,"Novo mesto"
,,,"01/01/2010","7. Od 61-71 let","Ž",1,38,"Novo mesto"
,,,"01/01/2010","6. Od 51-61 let","M",1,39,"Ormož"
,,,"01/01/2010","8. Več kot 71 let","Ž",3,42,"Ptuj"
,,,"01/01/2010","8. Več kot 71 let","M",2,42,"Ptuj"
,,,"01/01/2010","8. Več kot 71 let","M",2,44,"Radovljica"
,,,"01/01/2010","8. Več kot 71 let","M",1,46,"Ribnica"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,46,"Ribnica"
,,,"01/01/2010","8. Več kot 71 let","Ž",2,47,"Sevnica"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,48,"Sežana"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,50,"Slovenska Bistrica"
,,,"01/01/2010","6. Od 51-61 let","Ž",1,59,"Velenje"
,,,"01/01/2010","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"01/01/2010","8. Več kot 71 let","Ž",3,64,"Maribor"
,,,"01/01/2010","8. Več kot 71 let","M",2,64,"Maribor"
"2010","Januar","02/01/2010","02/01/2010","8. Več kot 71 let","M",1,2,"Brežice"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,4,"Cerknica"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,8,"Gornja Radgona"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,15,"Kamnik"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,16,"Kočevje"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,17,"Koper"
,,,"02/01/2010","8. Več kot 71 let","M",3,18,"Kranj"
,,,"02/01/2010","6. Od 51-61 let","M",1,23,"Litija"
,,,"02/01/2010","8. Več kot 71 let","M",3,24,"Ljubljana"
,,,"02/01/2010","8. Več kot 71 let","Ž",8,24,"Ljubljana"
,,,"02/01/2010","8. Več kot 71 let","Ž",5,36,"Murska Sobota"
,,,"02/01/2010","8. Več kot 71 let","M",2,37,"Nova Gorica"
,,,"02/01/2010","7. Od 61-71 let","Ž",1,37,"Nova Gorica"
,,,"02/01/2010","8. Več kot 71 let","M",1,38,"Novo mesto"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"02/01/2010","8. Več kot 71 let","M",1,46,"Ribnica"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,47,"Sevnica"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,48,"Sežana"
,,,"02/01/2010","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"02/01/2010","7. Od 61-71 let","M",1,51,"Slovenske Konjice"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,53,"Škofja Loka"
,,,"02/01/2010","8. Več kot 71 let","M",1,54,"Šmarje pri Jelšah"
,,,"02/01/2010","6. Od 51-61 let","M",1,57,"Trebnje"
,,,"02/01/2010","8. Več kot 71 let","M",1,61,"Zagorje ob Savi"
,,,"02/01/2010","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"02/01/2010","7. Od 61-71 let","Ž",1,64,"Maribor"
,,,"02/01/2010","8. Več kot 71 let","Ž",2,64,"Maribor"
"2010","Januar","03/01/2010","03/01/2010","8. Več kot 71 let","M",1,2,"Brežice"
,,,"03/01/2010","8. Več kot 71 let","Ž",2,3,"Celje"
,,,"03/01/2010","8. Več kot 71 let","M",1,3,"Celje"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,4,"Cerknica"
,,,"03/01/2010","5. Od 41-51 let","Ž",1,13,"Izola"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,13,"Izola"
,,,"03/01/2010","8. Več kot 71 let","M",2,13,"Izola"
,,,"03/01/2010","8. Več kot 71 let","M",1,14,"Jesenice"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,15,"Kamnik"
,,,"03/01/2010","8. Več kot 71 let","M",1,17,"Koper"
,,,"03/01/2010","8. Več kot 71 let","M",1,18,"Kranj"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,20,"Laško"
,,,"03/01/2010","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"03/01/2010","8. Več kot 71 let","M",3,24,"Ljubljana"
,,,"03/01/2010","8. Več kot 71 let","Ž",3,24,"Ljubljana"
,,,"03/01/2010","8. Več kot 71 let","M",1,35,"Mozirje"
,,,"03/01/2010","8. Več kot 71 let","Ž",3,36,"Murska Sobota"
,,,"03/01/2010","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"03/01/2010","8. Več kot 71 let","Ž",3,37,"Nova Gorica"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"03/01/2010","7. Od 61-71 let","M",1,41,"Postojna"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,41,"Postojna"
,,,"03/01/2010","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"03/01/2010","8. Več kot 71 let","Ž",3,42,"Ptuj"
,,,"03/01/2010","4. Od 31-41 let","M",1,46,"Ribnica"
,,,"03/01/2010","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"03/01/2010","7. Od 61-71 let","Ž",1,49,"Slovenj Gradec"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,57,"Trebnje"
,,,"03/01/2010","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"03/01/2010","6. Od 51-61 let","M",1,59,"Velenje"
,,,"03/01/2010","8. Več kot 71 let","M",2,59,"Velenje"
,,,"03/01/2010","8. Več kot 71 let","Ž",2,61,"Zagorje ob Savi"
,,,"03/01/2010","7. Od 61-71 let","Ž",1,64,"Maribor"
,,,"03/01/2010","6. Od 51-61 let","M",1,64,"Maribor"
,,,"03/01/2010","8. Več kot 71 let","M",6,64,"Maribor"
,,,"03/01/2010","8. Več kot 71 let","Ž",2,64,"Maribor"
"2010","Januar","04/01/2010","04/01/2010","7. Od 61-71 let","Ž",1,2,"Brežice"
,,,"04/01/2010","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"04/01/2010","8. Več kot 71 let","M",1,2,"Brežice"
,,,"04/01/2010","8. Več kot 71 let","Ž",3,3,"Celje"
,,,"04/01/2010","8. Več kot 71 let","Ž",1,6,"Domžale"
,,,"04/01/2010","8. Več kot 71 let","M",1,8,"Gornja Radgona"
,,,"04/01/2010","8. Več kot 71 let","M",3,13,"Izola"
,,,"04/01/2010","8. Več kot 71 let","Ž",2,14,"Jesenice"
,,,"04/01/2010","8. Več kot 71 let","M",1,21,"Lenart"
,,,"04/01/2010","7. Od 61-71 let","Ž",1,21,"Lenart"
,,,"04/01/2010","8. Več kot 71 let","Ž",1,23,"Litija"
,,,"04/01/2010","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"04/01/2010","8. Več kot 71 let","Ž",7,24,"Ljubljana"
,,,"04/01/2010","4. Od 31-41 let","M",1,24,"Ljubljana"
,,,"04/01/2010","8. Več kot 71 let","M",7,24,"Ljubljana"
,,,"04/01/2010","5. Od 41-51 let","M",1,24,"Ljubljana"
,,,"04/01/2010","8. Več kot 71 let","M",1,34,"Metlika"
,,,"04/01/2010","8. Več kot 71 let","M",3,36,"Murska Sobota"
,,,"04/01/2010","8. Več kot 71 let","Ž",1,36,"Murska Sobota"
,,,"04/01/2010","7. Od 61-71 let","Ž",1,37,"Nova Gorica"
,,,"04/01/2010","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"04/01/2010","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"04/01/2010","8. Več kot 71 let","M",1,38,"Novo mesto"
,,,"04/01/2010","6. Od 51-61 let","M",2,38,"Novo mesto"
,,,"04/01/2010","8. Več kot 71 let","M",1,39,"Ormož"
,,,"04/01/2010","7. Od 61-71 let","M",1,42,"Ptuj"
,,,"04/01/2010","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"04/01/2010","8. Več kot 71 let","M",2,42,"Ptuj"
,,,"04/01/2010","8. Več kot 71 let","M",2,44,"Radovljica"
,,,"04/01/2010","8. Več kot 71 let","M",2,46,"Ribnica"
,,,"04/01/2010","7. Od 61-71 let","Ž",1,50,"Slovenska Bistrica"
,,,"04/01/2010","8. Več kot 71 let","M",1,53,"Škofja Loka"
,,,"04/01/2010","8. Več kot 71 let","M",1,54,"Šmarje pri Jelšah"
,,,"04/01/2010","8. Več kot 71 let","Ž",1,56,"Trbovlje"
,,,"04/01/2010","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"04/01/2010","8. Več kot 71 let","M",1,64,"Maribor"
,,,"04/01/2010","8. Več kot 71 let","Ž",5,64,"Maribor"
,,,"04/01/2010","7. Od 61-71 let","Ž",1,64,"Maribor"
,,,"04/01/2010","2. Od 3-18 let","M",1,64,"Maribor"
"2010","Januar","05/01/2010","05/01/2010","8. Več kot 71 let","M",1,1,"Ajdovščina"
,,,"05/01/2010","8. Več kot 71 let","Ž",2,1,"Ajdovščina"
,,,"05/01/2010","8. Več kot 71 let","Ž",2,2,"Brežice"
,,,"05/01/2010","8. Več kot 71 let","M",1,2,"Brežice"
,,,"05/01/2010","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"05/01/2010","7. Od 61-71 let","M",1,3,"Celje"
,,,"05/01/2010","8. Več kot 71 let","M",1,4,"Cerknica"
,,,"05/01/2010","8. Več kot 71 let","M",1,6,"Domžale"
,,,"05/01/2010","8. Več kot 71 let","Ž",1,6,"Domžale"
,,,"05/01/2010","8. Več kot 71 let","Ž",1,11,"Idrija"
,,,"05/01/2010","8. Več kot 71 let","M",1,12,"Ilirska Bistrica"
,,,"05/01/2010","8. Več kot 71 let","M",1,13,"Izola"
,,,"05/01/2010","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"05/01/2010","8. Več kot 71 let","Ž",1,21,"Lenart"
,,,"05/01/2010","7. Od 61-71 let","Ž",1,24,"Ljubljana"
,,,"05/01/2010","7. Od 61-71 let","M",2,24,"Ljubljana"
,,,"05/01/2010","8. Več kot 71 let","M",6,24,"Ljubljana"
,,,"05/01/2010","8. Več kot 71 let","Ž",4,24,"Ljubljana"
,,,"05/01/2010","8. Več kot 71 let","M",1,35,"Mozirje"
,,,"05/01/2010","7. Od 61-71 let","M",1,36,"Murska Sobota"
,,,"05/01/2010","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"05/01/2010","8. Več kot 71 let","Ž",1,36,"Murska Sobota"
,,,"05/01/2010","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"05/01/2010","7. Od 61-71 let","M",1,38,"Novo mesto"
,,,"05/01/2010","8. Več kot 71 let","Ž",2,38,"Novo mesto"
,,,"05/01/2010","8. Več kot 71 let","M",1,38,"Novo mesto"
,,,"05/01/2010","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"05/01/2010","8. Več kot 71 let","Ž",2,48,"Sežana"
,,,"05/01/2010","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"05/01/2010","8. Več kot 71 let","M",1,50,"Slovenska Bistrica"
,,,"05/01/2010","8. Več kot 71 let","M",2,54,"Šmarje pri Jelšah"
,,,"05/01/2010","8. Več kot 71 let","Ž",1,57,"Trebnje"
,,,"05/01/2010","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"05/01/2010","8. Več kot 71 let","M",1,59,"Velenje"
,,,"05/01/2010","8. Več kot 71 let","M",1,64,"Maribor"
,,,"05/01/2010","8. Več kot 71 let","Ž",1,64,"Maribor"
"2010","Januar","06/01/2010","06/01/2010","6. Od 51-61 let","M",2,1,"Ajdovščina"
,,,"06/01/2010","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"06/01/2010","7. Od 61-71 let","Ž",1,3,"Celje"
,,,"06/01/2010","8. Več kot 71 let","M",3,3,"Celje"
,,,"06/01/2010","8. Več kot 71 let","Ž",1,6,"Domžale"
,,,"06/01/2010","6. Od 51-61 let","Ž",1,9,"Grosuplje"
,,,"06/01/2010","8. Več kot 71 let","M",2,13,"Izola"
,,,"06/01/2010","8. Več kot 71 let","Ž",2,13,"Izola"
,,,"06/01/2010","7. Od 61-71 let","M",1,14,"Jesenice"
,,,"06/01/2010","8. Več kot 71 let","M",2,18,"Kranj"
,,,"06/01/2010","8. Več kot 71 let","Ž",1,21,"Lenart"
,,,"06/01/2010","8. Več kot 71 let","Ž",4,24,"Ljubljana"
,,,"06/01/2010","8. Več kot 71 let","M",6,24,"Ljubljana"
,,,"06/01/2010","6. Od 51-61 let","M",1,24,"Ljubljana"
,,,"06/01/2010","6. Od 51-61 let","Ž",1,29,"Ljutomer"
,,,"06/01/2010","8. Več kot 71 let","M",2,29,"Ljutomer"
,,,"06/01/2010","8. Več kot 71 let","Ž",1,35,"Mozirje"
,,,"06/01/2010","7. Od 61-71 let","Ž",1,37,"Nova Gorica"
,,,"06/01/2010","8. Več kot 71 let","M",2,38,"Novo mesto"
,,,"06/01/2010","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"06/01/2010","7. Od 61-71 let","M",1,42,"Ptuj"
,,,"06/01/2010","8. Več kot 71 let","M",2,48,"Sežana"
,,,"06/01/2010","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"06/01/2010","8. Več kot 71 let","M",1,54,"Šmarje pri Jelšah"
,,,"06/01/2010","8. Več kot 71 let","M",2,59,"Velenje"
,,,"06/01/2010","8. Več kot 71 let","Ž",2,59,"Velenje"
,,,"06/01/2010","6. Od 51-61 let","M",1,59,"Velenje"
,,,"06/01/2010","8. Več kot 71 let","M",1,62,"Žalec"
,,,"06/01/2010","7. Od 61-71 let","M",1,62,"Žalec"
,,,"06/01/2010","8. Več kot 71 let","M",2,64,"Maribor"
,,,"06/01/2010","2. Od 3-18 let","M",1,64,"Maribor"
,,,"06/01/2010","7. Od 61-71 let","M",3,64,"Maribor"
,,,"06/01/2010","8. Več kot 71 let","Ž",3,64,"Maribor"
"2010","Januar","07/01/2010","07/01/2010","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"07/01/2010","8. Več kot 71 let","Ž",3,3,"Celje"
,,,"07/01/2010","8. Več kot 71 let","M",1,3,"Celje"
,,,"07/01/2010","8. Več kot 71 let","Ž",1,7,"Dravograd"
,,,"07/01/2010","8. Več kot 71 let","Ž",1,9,"Grosuplje"
,,,"07/01/2010","8. Več kot 71 let","M",1,9,"Grosuplje"
,,,"07/01/2010","8. Več kot 71 let","M",1,13,"Izola"
,,,"07/01/2010","7. Od 61-71 let","M",1,14,"Jesenice"
,,,"07/01/2010","8. Več kot 71 let","M",1,14,"Jesenice"
,,,"07/01/2010","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"07/01/2010","8. Več kot 71 let","M",1,17,"Koper"
,,,"07/01/2010","8. Več kot 71 let","Ž",3,18,"Kranj"
,,,"07/01/2010","8. Več kot 71 let","Ž",1,20,"Laško"
,,,"07/01/2010","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"07/01/2010","8. Več kot 71 let","Ž",3,24,"Ljubljana"
,,,"07/01/2010","8. Več kot 71 let","M",5,24,"Ljubljana"
,,,"07/01/2010","5. Od 41-51 let","M",1,24,"Ljubljana"
,,,"07/01/2010","7. Od 61-71 let","Ž",2,24,"Ljubljana"
,,,"07/01/2010","8. Več kot 71 let","M",1,29,"Ljutomer"
,,,"07/01/2010","8. Več kot 71 let","Ž",2,36,"Murska Sobota"
,,,"07/01/2010","7. Od 61-71 let","Ž",1,36,"Murska Sobota"
,,,"07/01/2010","8. Več kot 71 let","M",3,36,"Murska Sobota"
,,,"07/01/2010","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"07/01/2010","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"07/01/2010","8. Več kot 71 let","Ž",1,42,"Ptuj"
,,,"07/01/2010","8. Več kot 71 let","Ž",1,46,"Ribnica"
,,,"07/01/2010","7. Od 61-71 let","M",1,48,"Sežana"
,,,"07/01/2010","8. Več kot 71 let","Ž",4,48,"Sežana"
,,,"07/01/2010","8. Več kot 71 let","M",1,49,"Slovenj Gradec"
,,,"07/01/2010","6. Od 51-61 let","Ž",1,49,"Slovenj Gradec"
,,,"07/01/2010","8. Več kot 71 let","Ž",1,54,"Šmarje pri Jelšah"
,,,"07/01/2010","8. Več kot 71 let","M",1,62,"Žalec"
,,,"07/01/2010","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"07/01/2010","8. Več kot 71 let","Ž",2,64,"Maribor"
,,,"07/01/2010","7. Od 61-71 let","M",2,64,"Maribor"
,,,"07/01/2010","8. Več kot 71 let","M",3,64,"Maribor"
"2010","Januar","08/01/2010","08/01/2010","8. Več kot 71 let","Ž",1,1,"Ajdovščina"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"08/01/2010","8. Več kot 71 let","M",1,3,"Celje"
,,,"08/01/2010","8. Več kot 71 let","Ž",2,3,"Celje"
,,,"08/01/2010","7. Od 61-71 let","M",1,3,"Celje"
,,,"08/01/2010","7. Od 61-71 let","Ž",1,5,"Črnomelj"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,7,"Dravograd"
,,,"08/01/2010","8. Več kot 71 let","M",1,14,"Jesenice"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"08/01/2010","8. Več kot 71 let","M",2,18,"Kranj"
,,,"08/01/2010","8. Več kot 71 let","M",1,19,"Krško"
,,,"08/01/2010","8. Več kot 71 let","M",1,22,"Lendava"
,,,"08/01/2010","8. Več kot 71 let","M",1,23,"Litija"
,,,"08/01/2010","6. Od 51-61 let","Ž",1,24,"Ljubljana"
,,,"08/01/2010","8. Več kot 71 let","Ž",6,24,"Ljubljana"
,,,"08/01/2010","7. Od 61-71 let","M",1,24,"Ljubljana"
,,,"08/01/2010","8. Več kot 71 let","M",5,24,"Ljubljana"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,29,"Ljutomer"
,,,"08/01/2010","8. Več kot 71 let","Ž",2,37,"Nova Gorica"
,,,"08/01/2010","8. Več kot 71 let","Ž",2,38,"Novo mesto"
,,,"08/01/2010","8. Več kot 71 let","M",1,42,"Ptuj"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,49,"Slovenj Gradec"
,,,"08/01/2010","5. Od 41-51 let","M",1,51,"Slovenske Konjice"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,51,"Slovenske Konjice"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,52,"Šentjur pri Celju"
,,,"08/01/2010","7. Od 61-71 let","M",1,54,"Šmarje pri Jelšah"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,54,"Šmarje pri Jelšah"
,,,"08/01/2010","8. Več kot 71 let","M",1,54,"Šmarje pri Jelšah"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,55,"Tolmin"
,,,"08/01/2010","8. Več kot 71 let","M",2,59,"Velenje"
,,,"08/01/2010","8. Več kot 71 let","Ž",1,60,"Vrhnika"
,,,"08/01/2010","8. Več kot 71 let","M",1,64,"Maribor"
,,,"08/01/2010","8. Več kot 71 let","Ž",3,64,"Maribor"
,,,"08/01/2010","6. Od 51-61 let","M",2,64,"Maribor"
,,,"08/01/2010","7. Od 61-71 let","M",1,64,"Maribor"
,,,"08/01/2010","7. Od 61-71 let","Ž",1,64,"Maribor"
"2010","Januar","09/01/2010","09/01/2010","8. Več kot 71 let","M",1,1,"Ajdovščina"
,,,"09/01/2010","8. Več kot 71 let","M",1,2,"Brežice"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,5,"Črnomelj"
,,,"09/01/2010","8. Več kot 71 let","Ž",3,9,"Grosuplje"
,,,"09/01/2010","8. Več kot 71 let","M",1,13,"Izola"
,,,"09/01/2010","8. Več kot 71 let","M",1,14,"Jesenice"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,16,"Kočevje"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,18,"Kranj"
,,,"09/01/2010","8. Več kot 71 let","M",1,18,"Kranj"
,,,"09/01/2010","8. Več kot 71 let","M",1,21,"Lenart"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,21,"Lenart"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,22,"Lendava"
,,,"09/01/2010","6. Od 51-61 let","M",1,24,"Ljubljana"
,,,"09/01/2010","8. Več kot 71 let","M",5,24,"Ljubljana"
,,,"09/01/2010","8. Več kot 71 let","Ž",3,24,"Ljubljana"
,,,"09/01/2010","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"09/01/2010","7. Od 61-71 let","M",1,36,"Murska Sobota"
,,,"09/01/2010","8. Več kot 71 let","Ž",4,36,"Murska Sobota"
,,,"09/01/2010","8. Več kot 71 let","M",1,37,"Nova Gorica"
,,,"09/01/2010","8. Več kot 71 let","Ž",3,37,"Nova Gorica"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,38,"Novo mesto"
,,,"09/01/2010","8. Več kot 71 let","M",1,39,"Ormož"
,,,"09/01/2010","8. Več kot 71 let","M",1,41,"Postojna"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,41,"Postojna"
,,,"09/01/2010","7. Od 61-71 let","Ž",1,41,"Postojna"
,,,"09/01/2010","8. Več kot 71 let","Ž",2,43,"Radlje ob Dravi"
,,,"09/01/2010","6. Od 51-61 let","M",2,44,"Radovljica"
,,,"09/01/2010","7. Od 61-71 let","Ž",1,47,"Sevnica"
,,,"09/01/2010","8. Več kot 71 let","M",1,48,"Sežana"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,48,"Sežana"
,,,"09/01/2010","8. Več kot 71 let","M",1,53,"Škofja Loka"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,55,"Tolmin"
,,,"09/01/2010","5. Od 41-51 let","M",1,56,"Trbovlje"
,,,"09/01/2010","8. Več kot 71 let","M",1,56,"Trbovlje"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,59,"Velenje"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"09/01/2010","6. Od 51-61 let","Ž",1,64,"Maribor"
,,,"09/01/2010","8. Več kot 71 let","Ž",1,64,"Maribor"
"2010","Januar","10/01/2010","10/01/2010","8. Več kot 71 let","M",1,2,"Brežice"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,3,"Celje"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,4,"Cerknica"
,,,"10/01/2010","7. Od 61-71 let","M",1,5,"Črnomelj"
,,,"10/01/2010","8. Več kot 71 let","M",3,13,"Izola"
,,,"10/01/2010","8. Več kot 71 let","M",1,14,"Jesenice"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"10/01/2010","7. Od 61-71 let","Ž",1,17,"Koper"
,,,"10/01/2010","8. Več kot 71 let","M",1,17,"Koper"
,,,"10/01/2010","7. Od 61-71 let","M",2,18,"Kranj"
,,,"10/01/2010","8. Več kot 71 let","M",1,20,"Laško"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,21,"Lenart"
,,,"10/01/2010","8. Več kot 71 let","M",2,22,"Lendava"
,,,"10/01/2010","8. Več kot 71 let","M",3,24,"Ljubljana"
,,,"10/01/2010","6. Od 51-61 let","M",1,24,"Ljubljana"
,,,"10/01/2010","8. Več kot 71 let","Ž",3,24,"Ljubljana"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,29,"Ljutomer"
,,,"10/01/2010","8. Več kot 71 let","M",1,35,"Mozirje"
,,,"10/01/2010","7. Od 61-71 let","M",2,36,"Murska Sobota"
,,,"10/01/2010","8. Več kot 71 let","M",1,36,"Murska Sobota"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,36,"Murska Sobota"
,,,"10/01/2010","8. Več kot 71 let","M",1,40,"Piran"
,,,"10/01/2010","8. Več kot 71 let","M",1,47,"Sevnica"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,48,"Sežana"
,,,"10/01/2010","8. Več kot 71 let","M",1,55,"Tolmin"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,57,"Trebnje"
,,,"10/01/2010","7. Od 61-71 let","Ž",1,58,"Tržič"
,,,"10/01/2010","8. Več kot 71 let","M",1,59,"Velenje"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,60,"Vrhnika"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,62,"Žalec"
,,,"10/01/2010","6. Od 51-61 let","Ž",1,64,"Maribor"
,,,"10/01/2010","8. Več kot 71 let","Ž",5,64,"Maribor"
,,,"10/01/2010","8. Več kot 71 let","M",2,64,"Maribor"
,,,"10/01/2010","2. Od 3-18 let","Ž",1,64,"Maribor"
,,,"10/01/2010","8. Več kot 71 let","Ž",1,65,"Pesnica"
"2010","Januar","11/01/2010","11/01/2010","7. Od 61-71 let","M",1,2,"Brežice"
,,,"11/01/2010","8. Več kot 71 let","Ž",1,2,"Brežice"
,,,"11/01/2010","7. Od 61-71 let","M",2,3,"Celje"
,,,"11/01/2010","8. Več kot 71 let","Ž",2,3,"Celje"
,,,"11/01/2010","8. Več kot 71 let","Ž",2,4,"Cerknica"
,,,"11/01/2010","6. Od 51-61 let","M",1,8,"Gornja Radgona"
,,,"11/01/2010","8. Več kot 71 let","Ž",1,8,"Gornja Radgona"
,,,"11/01/2010","8. Več kot 71 let","M",2,13,"Izola"
,,,"11/01/2010","8. Več kot 71 let","Ž",1,14,"Jesenice"
,,,"11/01/2010","8. Več kot 71 let","M",2,14,"Jesenice"
,,,"11/01/2010","8. Več kot 71 let","Ž",2,18,"Kranj"
,,,"11/01/2010","7. Od 61-71 let","Ž",1,18,"Kranj"
