data_iniSE,SE,casos_confirmados,casos_estimados,casos_est_min,casos_est_max,casprov,casconf,notif_accum_year,pop,Rt,p_inc100k,p_rt1,state_code,state,region,data_fimSE
2022-03-20,202212,946,946.0,946,946.0,,,230050,12325232.0,1.5216984,7.675312,1.0,SP,São Paulo,Sudeste,2022-03-26
2022-03-13,202211,738,738.0,738,738.0,,,230050,12325232.0,1.4933829,5.9877167,1.0,SP,São Paulo,Sudeste,2022-03-19
2022-03-06,202210,627,627.0,627,627.0,,,230050,12325232.0,1.6150618,5.0871253,1.0,SP,São Paulo,Sudeste,2022-03-12
2022-02-27,202209,504,504.0,504,504.0,,,230050,12325232.0,1.5248289,4.0891724,1.0,SP,São Paulo,Sudeste,2022-03-05
2022-02-20,202208,342,342.0,342,342.0,,,230050,12325232.0,1.1061354,2.7747955,0.9009618,SP,São Paulo,Sudeste,2022-02-26
2022-02-13,202207,322,322.0,322,322.0,,,230050,12325232.0,1.047984,2.612527,0.7217858,SP,São Paulo,Sudeste,2022-02-19
2022-02-06,202206,310,310.0,310,310.0,,,230050,12325232.0,0.9687546,2.5151656,0.345086,SP,São Paulo,Sudeste,2022-02-12
2022-01-30,202205,289,289.0,289,289.0,,,230050,12325232.0,0.90505505,2.3447835,0.109289005,SP,São Paulo,Sudeste,2022-02-05
2022-01-23,202204,325,325.0,325,325.0,,,230050,12325232.0,1.1250875,2.6368673,0.9278281,SP,São Paulo,Sudeste,2022-01-29
2022-01-16,202203,366,366.0,366,366.0,,,230050,12325232.0,1.5950388,2.9695182,1.0,SP,São Paulo,Sudeste,2022-01-22
2022-01-09,202202,253,253.0,253,253.0,,,230050,12325232.0,1.5847162,2.0526998,0.9999981,SP,São Paulo,Sudeste,2022-01-15
2022-01-02,202201,327,327.0,327,327.0,,,230050,12325232.0,1.8342912,2.653094,1.0,SP,São Paulo,Sudeste,2022-01-08
